name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Near Subway -15 min to Manhattan,25715117,Lilia,Queens,Astoria,40.76357,-73.92829,Private room,100,5,46,6/14/2019,0.91,1,338
Sun-Filled Room near Central Park,12342828,Marco,Manhattan,East Harlem,40.79492,-73.94087,Private room,84,4,79,6/29/2019,2.06,2,8
Chelsea Oasis 1 Bedroom Brownstone,25720293,Lena,Manhattan,Chelsea,40.74481,-74.00148,Entire home/apt,549,4,17,12/20/2017,0.33,3,6
"Huge, Beautiful Artist's 2 bedroom",637688,Dan,Brooklyn,Prospect Heights,40.67347,-73.96544,Entire home/apt,230,7,12,12/26/2018,0.24,1,5
"Cozy, quiet 2-story place by subway",25271688,Margot,Brooklyn,Greenpoint,40.7313,-73.95341,Private room,100,14,1,9/21/2015,0.02,1,0
"Bright & spacious room, 2 minutes to subway!",10635169,Jin,Brooklyn,Crown Heights,40.67067,-73.95693,Private room,70,1,49,7/2/2019,4.45,1,47
A Beautiful and Sunny Artist's Home,25744379,Sonia,Queens,Astoria,40.76958,-73.92223,Entire home/apt,72,3,36,6/28/2019,0.71,1,10
MyModernCrib w/ Empire State Views ,25747773,Ellen!,Manhattan,Kips Bay,40.74045,-73.98175,Private room,140,5,2,5/21/2016,0.05,1,0
1 Bdrm in Luxury High Rise,41398078,Jimmy,Manhattan,Financial District,40.7076,-74.01367,Private room,125,3,0,,,1,0
Midtown Launching Pad,24620881,Jack,Manhattan,Midtown,40.75765,-73.96466,Entire home/apt,135,1,168,6/21/2019,3.21,1,287
East Village Studio,25748492,David,Manhattan,East Village,40.72954,-73.98337,Entire home/apt,120,1,8,5/30/2016,0.18,1,0
"Private room in Brooklyn, Calico Cat in the house!",25757883,Sayaka,Brooklyn,Bushwick,40.70213,-73.91472,Private room,49,1,43,11/19/2018,0.82,1,25
Rare Find - Oversized 1BR in Williamsburg center,45384,Nicole,Brooklyn,Williamsburg,40.70971,-73.96561,Entire home/apt,240,14,20,6/20/2019,0.43,1,238
"Awesome, Sunny Loft - Two Floors!",317718,Andrew,Brooklyn,Greenpoint,40.72514,-73.95392,Entire home/apt,380,4,0,,,1,177
Perfect apt in UES,25773982,Yas,Manhattan,Upper East Side,40.77569,-73.95721,Entire home/apt,150,1,9,5/13/2019,0.24,2,364
æ±¤æ¯å°å±‹,25774748,Dong Ming,Queens,Flushing,40.76435,-73.83211,Private room,89,1,3,5/19/2019,0.06,2,365
"Enjoy Central Park,",25773982,Yas,Manhattan,Upper East Side,40.77595,-73.95573,Private room,100,3,28,5/22/2019,0.55,2,364
The Red House,262760,Megan,Brooklyn,Flatbush,40.6404,-73.9612,Private room,75,1,24,5/31/2017,0.52,1,0
A hop to La Guardia Airport in quiet College Point,19918657,Tommy,Queens,College Point,40.78631,-73.83923,Private room,50,5,5,3/28/2019,0.47,1,310
Spacious Private Room ,25807709,Shula,Brooklyn,Midwood,40.6216,-73.95315,Private room,60,10,27,7/5/2019,0.5,1,322
LUXURY MID-CENTURY MODERN LOFT SOHO,6095946,Fiona,Manhattan,SoHo,40.72177,-74.00356,Entire home/apt,760,14,1,8/19/2017,0.04,1,292
Charming Private Bedroom in 2 Bedroom Apartment,4830078,Wesley William,Brooklyn,Williamsburg,40.70853,-73.95368,Private room,85,3,15,6/14/2019,0.57,1,82
PRIVATE SUNNY ROOM IN BUSHWICK! ,25821864,Viva,Queens,Ridgewood,40.70739,-73.91498,Private room,65,3,5,10/7/2015,0.09,1,0
Upper East Side Gem!,25840204,Daniel,Manhattan,Upper East Side,40.77546,-73.95165,Entire home/apt,150,3,75,4/27/2019,1.44,1,234
Quaint One Bed Apartment on UES,7847292,Tom,Manhattan,Upper East Side,40.77537,-73.95029,Entire home/apt,169,4,147,6/23/2019,2.76,1,310
Harlem Studio w/ view!!,8834234,Jeremy,Manhattan,Harlem,40.81419,-73.95033,Entire home/apt,85,2,25,6/9/2019,0.52,1,58
Best location & Amazing view / Apt in Tribeca,10207681,Sol,Manhattan,Tribeca,40.71732,-74.00981,Entire home/apt,350,3,13,5/16/2019,0.36,1,69
"Sunny, modern 1BR in Crown Heights",1387175,David,Brooklyn,Crown Heights,40.67279,-73.96033,Entire home/apt,148,7,56,6/14/2019,1.05,1,44
Cozy Studio Close to Everything,5349999,David,Brooklyn,Crown Heights,40.67777,-73.95131,Entire home/apt,100,6,13,1/4/2019,0.26,1,0
Gramercy Park View Pied A Terre,25870353,Amie,Manhattan,Gramercy,40.73661,-73.98706,Entire home/apt,1000,7,0,,,1,365
Large 1 Bedroom in Brooklyn,25894037,Margaret,Brooklyn,Crown Heights,40.67477,-73.94961,Entire home/apt,125,1,0,,,1,0
"Cozy Apt, Terrace in Williamsburg",25895198,Mateo,Brooklyn,Williamsburg,40.71505,-73.93936,Entire home/apt,80,7,10,6/20/2016,0.22,1,0
BRAND NEW condo in Flushing!,10366837,Jia,Queens,Flushing,40.75784,-73.83181,Entire home/apt,72,2,94,7/1/2019,3.4,3,102
Private BR in amazing neighborhood,17770322,Nicole,Brooklyn,Carroll Gardens,40.68138,-73.9926,Private room,125,1,8,7/7/2019,0.16,1,191
Easily accessible cozy room! R202,17638424,Sophie,Queens,Elmhurst,40.74602,-73.87338,Private room,34,1,95,7/2/2019,2.37,8,175
Full Prospect Heights Brownstone!,630519,Alex,Brooklyn,Prospect Heights,40.67676,-73.96683,Entire home/apt,288,1,2,1/3/2016,0.05,1,0
Modern Prime Williamsburg 1BR w/ Terrace & Views,3560446,Jay,Brooklyn,Williamsburg,40.7169,-73.95087,Entire home/apt,167,2,59,5/25/2019,1.2,1,0
Charming Studio Apartment,25881276,Jordana,Manhattan,Upper West Side,40.7921,-73.97918,Entire home/apt,125,21,45,5/27/2019,0.86,2,176
Spacious and welcoming 1 bedroom apt,3116461,Kyala,Brooklyn,East Flatbush,40.65308,-73.95109,Entire home/apt,100,2,67,6/14/2019,1.27,1,153
Sun drenched art filled apartment,5244243,Mie,Manhattan,Financial District,40.71068,-74.00713,Entire home/apt,290,5,0,,,1,0
"Spacious 2 Bedroom, 2 Bath, 5th Avenue Entire Apt",14362471,Andy And TJ,Manhattan,East Harlem,40.79641,-73.94847,Entire home/apt,229,30,6,2/14/2019,0.12,1,61
Boho Williamsburg Room W/ Private Entrance,3646549,Katherine,Brooklyn,Williamsburg,40.71735,-73.94465,Private room,100,2,49,6/15/2019,0.9,1,149
Private Room w/ Bath and Balcony,25961456,Adam,Brooklyn,Prospect Heights,40.67824,-73.96514,Private room,60,1,0,,,1,0
PRIME LOCATION - Beautiful 3BR Artist Oasis w/Deck,25318403,Bethany,Brooklyn,Williamsburg,40.71281,-73.95796,Entire home/apt,225,3,87,7/5/2019,1.63,3,275
Spacious Room in Apt with Backyard,8707742,Kanhar,Brooklyn,Bedford-Stuyvesant,40.6955,-73.94385,Private room,70,2,0,,,1,0
Beautiful Bushwick - 3BR Apartment,21721684,S.,Brooklyn,Bushwick,40.68594,-73.90653,Entire home/apt,174,3,198,6/9/2019,3.7,2,269
GORGEOUS 1BR IN MIDTOWN 1/15-1/19,25974544,Patrick,Manhattan,Hell's Kitchen,40.76263,-73.9887,Entire home/apt,350,1,0,,,1,0
*GALAXY* Spectacular 2 Bedroom - Spacious & Light!,25237492,Juliana,Manhattan,Upper West Side,40.78147,-73.98315,Entire home/apt,250,30,13,6/15/2019,0.25,34,304
CHARMING TOWNHOUSE NEAR RSD PARK - STUDIO APT,25237492,Juliana,Manhattan,Upper West Side,40.78215,-73.98349,Entire home/apt,105,30,15,4/19/2019,0.31,34,285
LARGE ROOM IN A GREAT NEIGHBORHOOD,15929586,Jorge,Queens,Ditmars Steinway,40.77645,-73.90566,Private room,40,3,95,5/20/2019,1.75,1,336
Relaxing Brooklyn Oasis - Prime Location,25999700,Jacqueline,Brooklyn,Crown Heights,40.67615,-73.95776,Private room,50,14,43,6/22/2019,0.8,1,313
East River view,26005018,Pia,Manhattan,Roosevelt Island,40.76193,-73.94942,Private room,65,3,43,5/28/2019,0.81,1,35
Stay in Harlem 1 - 3 months!,6228539,Michelle,Manhattan,Harlem,40.80535,-73.95407,Private room,75,30,1,5/3/2019,0.45,2,330
Beautiful Fort Greene Studio,17465490,Tarun,Brooklyn,Fort Greene,40.68752,-73.9795,Entire home/apt,180,31,1,1/21/2015,0.02,1,0
Spacious Room in Bushwick Brooklyn,26018110,Vincent,Brooklyn,Williamsburg,40.70898,-73.93286,Private room,60,25,0,,,1,0
LUX Blg-Prime Area! Lg PRIVATE RM & BATH w/VIEWS!,26019828,Sonia,Manhattan,Hell's Kitchen,40.76159,-73.99824,Private room,69,2,22,3/20/2019,0.64,2,7
"Spacious Room at Broome St, LES",19195540,Dor,Manhattan,Chinatown,40.71723,-73.99164,Private room,150,4,36,6/4/2019,0.71,3,294
Furnished room in DUMBO/Fort Greene,26024349,Joyce,Brooklyn,Downtown Brooklyn,40.6978,-73.98396,Private room,200,1,0,,,1,0
Charming 1BR near Union Square,26024433,Sal,Manhattan,Gramercy,40.73272,-73.9852,Entire home/apt,125,3,21,6/2/2019,0.4,1,7
Historic Upper West Side Townhouse,26031034,David,Manhattan,Upper West Side,40.79693,-73.96348,Entire home/apt,795,4,22,6/20/2019,0.42,1,249
Modern/Spacious 4BR +Tent Perfect for LARGE groups,23732730,Buddy,Bronx,Allerton,40.87054,-73.84681,Entire home/apt,450,2,45,7/2/2019,0.84,4,342
Cozy Room available in UES Apt,22776830,Ella,Manhattan,Upper East Side,40.77209,-73.95083,Private room,80,1,0,,,1,0
Big 2-story home in Brooklyn Hts.,2370532,Nick,Brooklyn,Brooklyn Heights,40.69119,-73.99438,Entire home/apt,300,2,8,10/24/2016,0.22,1,0
"Cozy Space in Harlem, Manhattan",6454648,Laksen & Nikki,Manhattan,Harlem,40.81549,-73.95278,Shared room,80,1,29,6/12/2019,0.62,1,357
Great Gramercy Share Apt,905563,Courtney,Manhattan,Gramercy,40.73718,-73.98373,Private room,75,5,0,,,1,0
NYC New Years Penthouse suite,22927481,Howard,Manhattan,Midtown,40.7655,-73.98018,Private room,500,3,1,11/11/2015,0.02,3,0
Wake Up In The City That Never Sleeps,193488,Jane,Manhattan,East Village,40.73273,-73.98969,Private room,135,1,14,5/26/2019,0.28,2,332
East Village Ageloff Towers,23465153,Darrin,Manhattan,East Village,40.72536,-73.9856,Entire home/apt,250,1,0,,,1,0
"Simple, sweet in NOLITA-NYC",93292,Alexa,Manhattan,Chinatown,40.71848,-73.99549,Private room,80,3,153,6/25/2019,2.9,1,238
Great Prospect / Crown Heights 1BR,16616158,Will,Brooklyn,Crown Heights,40.67586,-73.9621,Entire home/apt,85,5,22,10/28/2015,0.42,1,0
Restored 1910 Brooklyn Loft Suite,10975987,Lisa,Brooklyn,Bushwick,40.68386,-73.90936,Entire home/apt,150,4,119,6/20/2019,2.23,1,273
Sunny Room in Historic Williamsburg Loft,26089087,Karron,Brooklyn,Williamsburg,40.70907,-73.96396,Private room,60,1,33,6/26/2019,2.75,1,19
Beautiful Manhattan 1br apartment close to subway!,26079021,Michael,Manhattan,Upper East Side,40.76173,-73.96183,Entire home/apt,249,3,85,6/28/2019,1.59,1,158
*SPLENDID* Fantastic 2 BR Apt near many Hospitals,25237492,Juliana,Manhattan,Upper East Side,40.7606,-73.96028,Entire home/apt,155,30,17,2/2/2019,0.32,34,316
Large & Sunny Bedroom - super close to subway,8873293,Helena S,Brooklyn,Bedford-Stuyvesant,40.68951,-73.95524,Private room,65,2,14,5/26/2018,0.27,2,0
"Railroad Apt in Greenpoint, BKLYN",26100862,Ira,Brooklyn,Greenpoint,40.72474,-73.94733,Entire home/apt,90,1,0,,,1,0
1 BR Apartment in UES - 5' walk to CentralPark,13220337,Brian,Manhattan,East Harlem,40.79213,-73.94974,Entire home/apt,150,3,27,5/24/2019,0.5,1,0
It's always sunny in Williamsburg!,3074904,Lauren & Chelsea,Brooklyn,Williamsburg,40.71301,-73.95374,Private room,96,1,175,6/16/2019,3.27,4,44
1BR with backyard in Williamsburg!,26124805,Laura,Brooklyn,Williamsburg,40.71677,-73.95773,Private room,90,1,0,,,1,0
Large Room in Greenwich Village,26133955,William,Manhattan,West Village,40.73345,-74.00302,Private room,89,1,1,4/21/2016,0.03,1,365
Private Bedroom in Upper Manhattan,9018446,Javier,Manhattan,Washington Heights,40.83554,-73.93849,Private room,80,1,307,6/29/2019,5.66,1,54
near Columbia Hospital,26136707,Jorge,Manhattan,Washington Heights,40.8447,-73.93369,Private room,77,4,80,6/16/2019,1.57,1,66
Sunny room in Bushwick; Minutes from subway!,13501341,Fiorella,Brooklyn,Bushwick,40.70171,-73.91344,Private room,60,1,155,6/20/2019,3.39,2,170
"Spaceful 1 BR apartment, sleeps 3",10428997,Marta,Manhattan,Upper West Side,40.79463,-73.97061,Entire home/apt,165,4,72,6/24/2019,1.35,1,0
"Sunny, comfy room in quiet Park Slope apmt",25963759,Andrew,Brooklyn,South Slope,40.66135,-73.98726,Private room,70,1,3,10/5/2015,0.06,1,363
2 Bedroom in Bed Stuy,8813443,Win,Brooklyn,Bedford-Stuyvesant,40.68574,-73.95758,Entire home/apt,83,1,0,,,1,0
Lovely Big Bedroom in Clinton Hill,26162659,Kylie,Brooklyn,Bedford-Stuyvesant,40.69494,-73.95507,Private room,70,1,0,,,1,0
Reduced$ EastVillage Entire 1BD APT,1445871,Gregory,Manhattan,East Village,40.73096,-73.98376,Entire home/apt,139,1,62,6/30/2019,1.15,1,240
Private Bedroom in BK Brownstone,25052740,Nina,Brooklyn,Bedford-Stuyvesant,40.69604,-73.94504,Private room,50,7,13,5/16/2019,0.33,3,227
Humble 1BR in Bushwick,26164700,Nico,Brooklyn,Bushwick,40.69709,-73.91003,Private room,50,1,0,,,1,0
"Cute, Cozy in Prime Williamsburg",2372310,Liz,Brooklyn,Williamsburg,40.71343,-73.94842,Entire home/apt,220,5,0,,,1,21
Million Dollar Listing :Times Square,6278351,Scott,Manhattan,Hell's Kitchen,40.75977,-73.98981,Entire home/apt,250,3,26,6/29/2019,0.51,1,96
Study in 1885 Gothic Brownstone.,8954264,Rod,Manhattan,Harlem,40.80858,-73.95132,Private room,177,10,25,6/8/2019,0.51,1,213
Modern 1br downtown Manhattan,23340108,Andrew,Manhattan,Financial District,40.71182,-74.00497,Entire home/apt,150,3,7,5/25/2016,0.13,1,0
Cozy private bedroom in duplex,26176627,Jon,Brooklyn,Bushwick,40.70126,-73.93731,Private room,50,1,0,,,1,0
Sunny NYC APT - 15min from Midtown,12306481,Pao,Queens,Sunnyside,40.74513,-73.91685,Entire home/apt,90,30,10,5/23/2019,0.28,3,332
BR in heart of trendy williamsburg,26184062,Laura,Brooklyn,Williamsburg,40.71223,-73.95681,Private room,150,7,1,8/31/2016,0.03,1,179
Cozy New York Studio,192852,Dim,Manhattan,Upper East Side,40.77407,-73.95238,Entire home/apt,125,3,211,6/22/2019,3.95,1,230
Charming Bright Upper East Space,7021059,Katie,Manhattan,Upper East Side,40.77636,-73.95099,Entire home/apt,150,1,0,,,2,0
Lovely Victorian Brooklyn 6BR Home,3196390,Orli,Brooklyn,Flatbush,40.63854,-73.95814,Entire home/apt,415,4,3,7/3/2015,0.06,1,0
Clean & Cozy Private Room,12603113,Stephanie & Linda,Brooklyn,Kensington,40.63953,-73.97214,Private room,50,2,39,6/24/2019,0.77,1,245
Charming Townhouse Near RSD Park!  2 Bedroom Apt,25237492,Juliana,Manhattan,Upper West Side,40.78305,-73.98398,Entire home/apt,165,30,16,6/15/2019,0.31,34,326
15 mins to Times Square + Sleeps 4,2908101,Mahesh,Manhattan,Harlem,40.82846,-73.94393,Entire home/apt,175,4,29,11/5/2018,0.55,1,7
Large Room In Beautiful Brownstone ,63613,Patricia,Brooklyn,Clinton Hill,40.69105,-73.96789,Private room,50,60,0,,,2,210
Great 2 bedroom on The Upper East Side,1700398,Vered,Manhattan,Upper East Side,40.77421,-73.95361,Entire home/apt,250,4,0,,,1,0
Clean & Warm East Village Escape!,26265097,Nancy,Manhattan,East Village,40.7295,-73.98398,Entire home/apt,100,5,1,2/6/2015,0.02,1,0
Beautiful Studio in the Upper East (30 DAYS MIN),23772724,Elem,Manhattan,Upper East Side,40.78151,-73.94775,Entire home/apt,99,30,12,4/27/2019,0.29,15,208
Comfy Bedroom quite neighborhood ,26301893,Claude,Queens,Forest Hills,40.71158,-73.85273,Private room,80,1,12,1/3/2019,0.35,1,59
flexible 1BD LIVE/ WORK space BK,17312709,Matthew,Brooklyn,Bedford-Stuyvesant,40.6926,-73.94719,Entire home/apt,140,5,4,6/6/2015,0.08,1,0
Room w/artwork & huge window on historic block!,19850240,Neal,Manhattan,Harlem,40.80954,-73.94227,Private room,83,7,18,3/3/2019,0.66,1,0
Cozy room in a quite neighborhood,7801481,Inez,Queens,Bay Terrace,40.78598,-73.77915,Private room,99,3,4,5/4/2018,0.08,2,7
Fun Space in the Heart of Williamsburg,21201361,Jamie,Brooklyn,Williamsburg,40.71102,-73.95627,Private room,79,1,1,8/26/2018,0.09,1,89
Quiet private retreat high above Brooklyn.,19293586,Adam,Brooklyn,Williamsburg,40.71759,-73.94388,Private room,100,2,19,6/29/2019,0.61,1,34
Quaint Sunny Cobble Hill Brownstone,26360956,Jen,Brooklyn,Cobble Hill,40.68854,-73.99533,Entire home/apt,160,4,16,11/21/2016,0.3,1,0
Huge Sunny Private Room in Bushwick,26260328,Alec,Brooklyn,Bushwick,40.70206,-73.91342,Private room,45,7,1,2/16/2016,0.02,1,0
Top Floor Williamsburg Beauty,26362901,William,Brooklyn,Williamsburg,40.71124,-73.95717,Entire home/apt,225,1,63,11/14/2017,1.27,1,0
Alcove Studio 1 blk from Times Sq,24915685,Naveen,Manhattan,Hell's Kitchen,40.75928,-73.99036,Entire home/apt,180,1,0,,,1,0
Modern Studio Apt in Williamsburg,26380626,Shamim,Brooklyn,Williamsburg,40.71768,-73.95355,Entire home/apt,90,7,1,4/29/2018,0.07,1,0
Lovely room in Prospect Heights,15321576,Daniel,Brooklyn,Prospect Heights,40.67467,-73.96557,Private room,60,1,0,,,1,0
"Close to subway, Manhattan, & shops with kitchen",26382036,William,Queens,Elmhurst,40.74038,-73.87599,Entire home/apt,120,5,31,5/27/2019,0.64,2,64
Best Location in Midtown Manhattan,8329975,Gore,Manhattan,Hell's Kitchen,40.76645,-73.98539,Entire home/apt,150,4,15,6/29/2019,0.41,1,5
I LOVE BROOKLYN PRIVATE 1-BR APT,4265630,Nowme And Ra,Brooklyn,Flatbush,40.64801,-73.95623,Entire home/apt,80,4,51,6/22/2019,0.97,2,306
Historic West Village Charmer,22984995,Erin,Manhattan,West Village,40.73822,-74.00606,Entire home/apt,275,2,11,7/18/2018,0.21,1,0
Cozy 1BD near midtown Manhattan,26388856,Kat,Queens,Long Island City,40.7599,-73.9285,Entire home/apt,110,14,35,5/24/2019,0.69,1,177
Room in artist apartment/ close to Ferry,26405093,Jeff,Staten Island,Stapleton,40.6375,-74.07654,Private room,85,1,0,,,2,359
Upper East Side Beautiful Studio,1965783,Cranford,Manhattan,Upper East Side,40.76996,-73.95875,Entire home/apt,245,1,3,5/24/2015,0.06,1,0
Master bedroom in Williamsburg,2638171,Renan,Brooklyn,Williamsburg,40.71577,-73.94604,Private room,90,3,0,,,1,364
Designer's Red Hook Apartment,10125456,Carly,Brooklyn,Red Hook,40.67404,-74.01021,Entire home/apt,115,5,51,5/15/2019,0.95,1,8
Comfy Room Family Home LGA Airport NO CLEANING FEE,26432133,Danielle,Queens,East Elmhurst,40.76374,-73.87103,Private room,54,1,430,7/3/2019,13.45,5,347
Large williamsburg apt. Sleeps 4.,26433326,Martha,Brooklyn,Williamsburg,40.70783,-73.94858,Entire home/apt,195,2,3,12/30/2015,0.06,1,0
Stunning townhouse in Park Slope,7203997,Gosia,Brooklyn,Park Slope,40.67034,-73.97512,Entire home/apt,995,2,43,6/13/2019,0.82,2,328
Amazingly bright and cozy apartment,2897021,Julia,Manhattan,East Village,40.72695,-73.98675,Entire home/apt,120,10,7,1/4/2017,0.13,1,0
Quiet Bdrm w/Private Bath & TV in BIG apartment!,26446036,Buddy,Manhattan,Upper West Side,40.78648,-73.9692,Private room,135,2,78,6/2/2019,1.68,1,0
"SpaciousRoom in the heart of New York,Times Square",17450152,Tiba,Manhattan,Hell's Kitchen,40.76332,-73.9884,Private room,150,1,38,6/21/2019,0.77,5,307
Cozy Private Room for one female,9059339,Christine,Manhattan,East Harlem,40.78744,-73.95211,Private room,61,7,167,5/22/2019,3.21,1,292
BEAUTIFUL 2 BED/ BRICK WALLS/ 52ST,1475015,Mike,Manhattan,Midtown,40.75587,-73.96856,Entire home/apt,115,30,0,,,52,281
1bd in a sunny 2 bd Ft. Greene Apt,26003292,Carrie,Brooklyn,Fort Greene,40.69454,-73.97166,Private room,63,1,104,6/23/2019,2.16,1,11
Cozy one-bedroom in E Village,1946840,Nick,Manhattan,East Village,40.72982,-73.98316,Entire home/apt,185,7,21,6/4/2019,0.4,1,27
"Large, comfy 1br in Williamsburg!",26529661,Alexis,Brooklyn,Williamsburg,40.7127,-73.94643,Entire home/apt,1763,60,0,,,1,0
Monthly Rental in Crown Heights,24711354,Forrest,Brooklyn,Crown Heights,40.66809,-73.93373,Private room,33,28,20,4/6/2019,0.37,1,282
NOT AVAILABLE,2086194,Robert,Brooklyn,Prospect Heights,40.68163,-73.96709,Private room,55,2,3,5/17/2015,0.06,1,189
"Sunny 1000 sqft, heart of Crown Hts",7088204,Genesis,Brooklyn,Crown Heights,40.67131,-73.94979,Entire home/apt,150,5,8,5/20/2019,0.36,1,118
Roomy Studio at Prospect Park,5125933,Penelope,Brooklyn,Prospect-Lefferts Gardens,40.65621,-73.95696,Entire home/apt,80,21,3,8/27/2017,0.07,1,0
Spacious Brooklyn Loft/private room,8118080,Theresa,Brooklyn,Bedford-Stuyvesant,40.68716,-73.91882,Private room,40,7,0,,,1,0
Spacious private room upper west side,26558533,Jinqiu,Manhattan,Upper West Side,40.79678,-73.96545,Private room,79,2,8,10/16/2016,0.22,1,0
LUXURY*Doorman*Walk to Central Park,7881946,Emmanuel,Manhattan,Harlem,40.80657,-73.95532,Entire home/apt,140,2,5,3/5/2015,0.09,1,0
True 1BR Apt in Greenwich Village,21112602,Maggie,Manhattan,Greenwich Village,40.73253,-73.99826,Entire home/apt,198,2,15,9/29/2016,0.29,1,0
Master Bedroom in Lefferts Garden,20518366,Gabriel,Brooklyn,Prospect-Lefferts Gardens,40.65887,-73.95105,Private room,65,1,0,,,2,0
Harlem Style Spacious and Sunny,26597048,M. Elizabeth,Manhattan,Harlem,40.80516,-73.94299,Entire home/apt,117,3,126,7/5/2019,3.91,2,66
Modern and convenient,2055698,Nadia Dara,Manhattan,Upper East Side,40.77944,-73.95296,Entire home/apt,125,3,2,8/25/2016,0.05,1,0
*Designer West Village Dream Home*,26606802,Christina,Manhattan,West Village,40.73451,-74.00746,Entire home/apt,510,3,12,10/23/2016,0.24,1,364
"GORGEOUS 2 BD PENTH., 500SF TERRACE",215570,Dirk,Brooklyn,Williamsburg,40.71135,-73.96596,Entire home/apt,125,2,5,1/1/2018,0.12,1,0
Luxury penthouse in FiDi,1867263,Lisa,Manhattan,Financial District,40.70663,-74.0117,Private room,170,1,0,,,1,0
Convenience & Chill,26640253,Rachel,Manhattan,Harlem,40.82383,-73.94639,Private room,65,1,61,4/24/2019,1.16,1,323
Perfect One Bedroom in Greenpoint,22011099,David,Brooklyn,Greenpoint,40.72981,-73.95268,Entire home/apt,195,6,21,8/15/2018,0.44,1,42
Huge 1 Bedroom in East Harlem,115669,Lauren,Manhattan,East Harlem,40.79643,-73.93543,Entire home/apt,115,3,8,5/17/2017,0.15,1,183
Cozy Chelsea Studio,8780729,Ellen,Manhattan,Chelsea,40.7417,-73.9978,Entire home/apt,135,3,31,12/5/2016,0.63,1,0
3BDR architect's garden home,1027417,Julien,Brooklyn,Park Slope,40.67365,-73.9814,Entire home/apt,350,3,5,2/19/2019,0.12,1,22
Best place for families & groups in Manhattan NYC!,23719409,Carlina,Manhattan,Harlem,40.82774,-73.95181,Private room,115,1,28,12/8/2018,1.13,4,6
Convenient place to stay in Manhattan!,23719409,Carlina,Manhattan,Harlem,40.82801,-73.95167,Private room,45,1,205,6/21/2019,3.86,4,0
"Cozy, sunny private room",26710027,Sara,Brooklyn,Bedford-Stuyvesant,40.68074,-73.92513,Private room,65,2,21,7/17/2016,0.43,1,0
LIC Super Sunny & Spacious 1BR Apt,10433019,Serene,Queens,Long Island City,40.74401,-73.95094,Entire home/apt,135,30,3,6/30/2019,0.06,1,231
1br in duplex of luxury building,23386756,Daniel,Brooklyn,Williamsburg,40.70792,-73.94602,Private room,40,6,0,,,1,0
"COZY, AFFORDABLE, PVT. BEDSTUY ROOM",26756453,Tyler,Brooklyn,Bedford-Stuyvesant,40.68833,-73.94329,Private room,70,1,0,,,1,0
Perfect Times Square 1 bedroom ,22305520,James,Manhattan,Hell's Kitchen,40.76064,-73.99112,Entire home/apt,199,30,119,6/11/2019,2.21,2,215
Amazing BR in Doorman Building!,18388649,Brian,Manhattan,Harlem,40.82415,-73.94113,Private room,100,2,0,,,1,364
Gorgeous Renovated One Bedroom ues,4406876,Maureen,Manhattan,Upper East Side,40.76761,-73.95391,Entire home/apt,195,6,5,6/13/2019,0.11,1,329
Huge 3BR on Prospect Park,26789544,Martin,Brooklyn,Windsor Terrace,40.65494,-73.97478,Entire home/apt,200,3,0,,,1,0
3 bedroom 2 1/2 bath duplex Park Slope,10711342,Mr. & Mrs. Kris,Brooklyn,Sunset Park,40.66298,-73.99012,Entire home/apt,150,5,1,8/14/2018,0.09,1,0
"Cozy Room in Bushwick, Brooklyn",26794599,Carmen,Brooklyn,Bushwick,40.69237,-73.92097,Private room,60,2,1,9/21/2015,0.02,1,0
"Spacious, sunny, private loft bdrm!",15714652,Tejal,Brooklyn,Bushwick,40.70041,-73.93816,Private room,70,11,21,5/18/2019,0.4,1,134
Bushwick Live/Work,5399418,Jennifer,Brooklyn,Bushwick,40.69092,-73.90443,Private room,30,1,0,,,1,0
"Airy, Modern, Large Room W'burg two blocks subway",1762555,Arti,Brooklyn,Williamsburg,40.71508,-73.94586,Private room,100,4,38,6/12/2019,1.06,1,10
Large studio in Manhattan,26819401,Alberto,Manhattan,Upper East Side,40.77594,-73.95584,Entire home/apt,180,3,3,2/16/2016,0.06,1,0
1.5 Bedroom - Artist's Retreat,5788393,Amy,Queens,Long Island City,40.76117,-73.9265,Entire home/apt,105,2,19,2/17/2018,0.41,1,0
FANTASTIC MANHATTAN LIVING 5 day Minimum,5896802,Patricio,Manhattan,Harlem,40.81502,-73.9546,Entire home/apt,110,90,7,2/26/2018,0.28,1,90
Home 4 Medical Professionals-St John's Episcopal 2,26377263,Stat,Queens,Far Rockaway,40.59642,-73.75606,Private room,38,6,5,12/2/2017,0.11,43,313
"Cozy Room in Clinton Hill, Bk",3977023,Vaida,Brooklyn,Bedford-Stuyvesant,40.68977,-73.95603,Private room,70,1,1,8/31/2015,0.02,2,0
Comfortable & Spacious 1 BR apt,21538710,MarÃ½a,Brooklyn,Crown Heights,40.67116,-73.94293,Entire home/apt,72,7,11,11/11/2016,0.21,1,0
Bright room in townhouse with yard!,610690,Julien,Brooklyn,Bedford-Stuyvesant,40.68006,-73.91113,Private room,75,1,35,6/26/2019,0.69,2,80
Classic Harlem Brownstone - Manhattan,26856159,Glenda,Manhattan,Harlem,40.82306,-73.94688,Private room,63,1,209,6/13/2019,4.12,3,274
Metro Retreat  - - Harlem,26856159,Glenda,Manhattan,Harlem,40.82153,-73.94651,Private room,58,1,194,6/22/2019,3.81,3,307
